카테고리,키워드,질문
취미,사진,
취미,사진,
취미,사진,"이번에 면허를 따려 하는데
필기시험시 증명사진 3매를 위해
사진관에 가서 면허 증명사진을 부탁하니
윗배경이 파란색이 띄워지게 찍혔는데 상관없을까요?
거기서는 여권만 무배경이고, 운전면허 사진은 큰 상관 없다고 하여 질문드립니다"
취미,사진,이렇게 많은 사진들을 각 사진을 셀안에 가운데 정렬하고싶은데 어떻게 하나요?
취미,사진,"여권 발급 신청하러 직접 동사무소 가려고 하는데
방문할 때 여권사진을 인쇄된 걸로 가져가야 하나요??
인쇄하지 않고 인터넷 파일로 된 걸 가져가면 안되는건가요?"
취미,사진,제가 몸사진 찍어둔게 있는데 그게 유포댔어요. 누가 그랬는지 잘모르겠어요... 워낙 여기저기 올라가있고 얼굴 나오는것도 있어요 너무 무서워허서 사진유포 대처 어떻게 해야할지 모르겠어요. 사진유포 신고 어떻게 하죠?
취미,사진,"학원을 다니지 않고 따로 면허를 따는데
학과 기능 도로주행 하러 갈때마다 사진을 3장씩 챙겨야하나요?
총9장???인가요?."
취미,사진,
취미,사진,"전님친이 사귈때 제 몸 사진을 찍어서 헤어진 후 다른 사람들한테 유포했다는걸 전해 들었는데 어떻게 고소 할 방법이 없을까요 ㅜㅜ 말해 준 사람은 증언 같은거 안해주실거고요 협박 같은것도 안했는데 신고를 할 수 있을까요 ?ㅜㅜ 사진처럼 본인 폰에 제 몸사진 있다는 증거는 있는데 협박도 없고 제대로 된 증거 같은게 없는데 어떻게 신고 할 수 있는지 도와주세요 ㅜㅜ

1.어떻게 해야 신고 할 수 있고 정말 증인 증거가 없어서 신고조차 불가능한지
2.사진들 지울수 있는지
상세하게 알려주세요.. 다른사람들은 고소,신고 못한다고 하고 또 다른 사람은 고소할수있고 대신 변호사 선임비가 500만원이라고 해서 뭐가 맞는건지 모르겠어서 도와주세요.."
취미,사진,"이번에 어지럼증 문제로 내원해서 ct촬영을 했다가
우연찮게 발견했는데 다음주에 mri촬영해서 정밀 검사하기로 예약되어 있습니다
다만 그 기간동안 마냥 기다리기 불안해서
질문드립니다
나이는 만37세 구요
사진 정황상 악성일 확률이 높아보이실까요??ㅠㅠ"
취미,사진,남친한테만 보낸 사진이 있거든요. 근데 문자로 모르는 사람한테 그 사진을 받았어요ㅗ.남친도 모른다고 누구 보여준적도 없다고 하고 모르는 번호라고 그래요. 사진유포 어떻게 된건지 모르겠어요.. 이미 어디 퍼진 건지 확인할 방법도 모르겠고 그냥 무서워요.
취미,사진,여권사진 규격이 정수리부터 턱까지 길이가 3.2-3.6 이라는데 2.5 나오면 아예 안 되나여? ㅠㅠ
취미,사진,2종 보통 운전면허 따러 가는데 사진이 적성검사 할 때 2장 면허증 만들때 1장 필요한 걸로 알고 있는데 사진이 좀 모자라서 적성검사 사진이랑 면허증 만들때 사진 달라도 괜찮나요??
취미,사진,
취미,사진,"안녕하세요 제가 이제 주민등록증을 만들려 하는데
증명사진으로 찍어도 되나요? 아니면 여권사진으로 찍어야 하나요?"
취미,사진,
취미,사진,
취미,사진,
취미,사진,"정장으로 입고 찍은 사진을 이력서 사진에 올려야 하나요?
평범하게 입고 찍은 이력서 사진은 안되겠죠"
취미,사진,
취미,사진,
취미,사진,
취미,사진,운전면허증 재발급 받아야하는데 증명사진 (주민등록증) 내도 괜찮은가요?
취미,사진,
취미,사진,
취미,사진,
취미,사진,"운전 면허증 사진은요 따로 학원에 제출하는 건가요?
아니면 응시표 제출하면 거기에 있는 사진으로 만드는 건가여?
응시표에 있는 사진이 마음에 안들어서요ㅠ!!!"
취미,사진,
취미,사진,"아래의 질문에 대한 법에 근거한 구체적인 답변을 원합니다.

1. 판매하는 브랜드는 정품이며, 누끼 사진(하얀 바탕에 제품만 있는 사진)을 사용할때도 지재권 등으로 법적이 제재를 가할 수 있는지 알고싶습니다.

2. 브랜드 로고를 활용하여 직접 제작한 제품 사진의 경우, 지재권 등 법적으로 제한되는것인지 알고싶습니다."
취미,사진,이 사진을 전반적으로 판독 부탁드려요~
취미,사진,"정부24에서 재발급 하려고 하는데요
사진 규격을 꼭 맞춰야하나요? 사진관에서 사진 찍고 보내주신 파일이 있는데
그걸 넣으면 엄청 흐릿...? 모자이크처럼 보이고 눌러야 고화질인데
수정에서 진짜 살짝만 자르면 확 선명해지더라고요
잘라서 넣어도 괜찮나요?"
취미,사진,
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,
취미,사진,
취미,사진,"운전면허증에 들어갈 사진과, 최초 적성검사 시 필요한 사진2장의 규격이 다른가요?

적성검사는 3.5*4.5라고 하던데 배경이 꼭 하얀색이어야 하나용?"
취미,사진,"안녕하세요.

미국대사관에서 J1비자를 신청했는데 디지털 사진으로 등록한 비자 사진과, 직접 들고갈 비자 사진이 달라도 되는건가요? 

새로 찍으려 하는데 그러면 디지털으로 등록한 비자 사진을 변경해야할까요?"
취미,사진,"취업관련하여 이력서를 준비하는데 증명사진을 새로 찍을라고 합니다. 평소에 내림머리(시스루 펌, 댄디컷 등)를 선호하고 그게 제얼굴에 가장 잘 어울리나 보통 시스루 머리나 내림머리한다고하면 눈썹을 덮는게 대부분이죠. 혹시 이력서 사진에도 그런 머리를 하고 찍은 사진을 올려도 될까요?"
취미,사진,
취미,사진,"정부24에서 온라인으로 주민등록증대발급 신청을 했는데요, 급하게 임시주민등록증이 필요한 상황이 됐는데 임시주민등록증에 필요한 사진은 꼭 재발급 신청했을때 제출한 사진만 가능한건가요? 제출한 사진이 이미지 파일로만 존재해서요..;;ㅠ"
취미,사진,
취미,사진,청소년증 발급 받으러 사진 들고갈때 인생에컷에서 찍은 사진 들고가도 되나요ᩚ?
취미,사진,"내일 여권사진 찍고 여권 먼저 만드는데
규격이 동일하자나요 증명사진이랑
주민등록증 그 이후에 만료나 잃어버릴시 여권사진찍은 같은걸로 사용해도 상관없는건가요????? 증명사진은? 뭐 6개월이내 찍어야하거나 등등"
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,여권사진을 찍었는데 원래 귀가 붙어있어서 거의 안 보이는 편이긴 하는데 괜찮을까요?? ㅠㅠ
취미,사진,
취미,사진,
취미,사진,"민증사진 저렇게 찍었는데 사진관에서는 저렇게 찍어줬는데 다른분들은 다 됐다고 해서 주민센터 가서 민증 만들려고 사진 보여주니까 사진만 보고 여권사진처럼 찍어야한다고만 하셔서 그런데 저렇게 찍으면 안되는건가요?
안되는거면 저 사진에서 문제점이 뭔가요?"
취미,사진,
취미,사진,여권 기간 끝나서 재발급할려는데 사진 이거해도 되나요??
취미,사진,
취미,사진,"온라인 신청이 되지않아 직접방문하여 여권을 발급하려합니다
기존에 찍었던 사진들이 없는데
직접방문시 메일에 있는 사진을 활용할 수 있을까요??
다시 사진관가서 찍기에 상황이 좀 애매해서요
규격은 다 맞습니다."
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,"제가 이력서 사진을 찍으려하는데요
디자인회사 이력서입니다 다른 대기업보면 정장입고 푸른배경으로 찍던데 단정한 니트나 와이셔츠에 요즘 증명사진처럼 배경색이 다양한 색으로 찍은 사진이라도 상관없을까요?궁금합니다"
취미,사진,
취미,사진,"여권 만료가 3년 정도 남아있는데
사진은 7년 전 사진이거든요!
올해 출국하는데
여권만료가 남아있으면
따로 갱신 안 해도 되나요??

혹시 사진이 몇 년 전꺼라서
출국이나 입국심사 때 문제 생길까봐요!"
취미,사진,"이번에 면허를 따려 합니다
필기시험시 증명사진 3매를 위해
사진관에 가서 면허 증명사진을 부탁하니
윗배경이 파란색이 띄워지게 찍혔는데 상관없을까요?
거기서는 여권만 무배경이고, 운전면허 사진은 큰 상관 없다고 하여 질문드립니다"
취미,사진,"안녕하세요
제가 입사지원을 급하게 해야하는 상황이어서 미처 이력서용 증명사진을 찍지 못하여서 셔츠에 정장을 입은 복장과 가능하시다면 헤어까지 합성이 가능하실까요?!"
취미,사진,
취미,사진,사진이 꼭 6개월 안에 찍은 사진이어야 하나요? 그전에 찍은 사진을 넣으면 신청이 반려되나요
취미,사진,"전에 찍었던 사진 여권이랑 운전면허 사용하려는데 이정도 눈썹 가린 거 괜찮나요?
아예 다시 찍어야하나 고민되네요ㅜ
내일 해야해서 최대한 빨리 답장 주시면 감사하겠습니다!"
취미,사진,
취미,사진,
취미,사진,"주민등록증 분실해서 재발급 받으려는데 새로운 사진으로 재발급 받고 싶어용

준비물은 신분증(운전면허증), 사진 이렇게만 가져가면 될까용?"
취미,사진,
취미,사진,여권사진을 찍어서 발급신청을 했는데 집에와서 사잔을 다시보니 왼쪽뺨에 있는 점을 포토샵으로 지웠더라고요 군청직원분께서는 아무말 안하셨는데 입국심사할때 사진에는 점이없는데 실제로 점이있으면 입국심사에 문제가 되지 않나요?
취미,사진,
취미,사진,개명 후 신고까지 완료되어 신분증을 신청하러 가는데 사진 찍을 시간이 없어 기존에 있던 사진(6개월 지난것임)을 쓰려고 합니다. 재발급 받으러 가면 기존에 썼던 사진은 절대 못쓰나요..? 급해서 얼른 만들어야 합니다..ㅠ
취미,사진,
취미,사진,제가 급하게 임시민증을 발급받아야되는데 사진이 없어서 전에 찍었던 사진관에서 사진을 뽑아서 쓸려고 하는데 전에 쓰던 사진으로 민증에 써두되나요?
취미,사진,
취미,사진,
취미,사진,민증 사진 찍을때 앞머리 내려도 되나요??
취미,사진,
취미,사진,여권사진 찍을 때 사진에서 착용하고 있는 렌즈 껴도 되나요??원래 눈 색이랑 거의 차이 안나고 직경만 좀 커요
취미,사진,
취미,사진,"여자 증사머리 아예 뒤로 넘겨도 되나요?
민증사진이요"
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,"제가 올해 초에 고등학교 증명사진을 찍었는데
여권사진이 필요한데 증명사진이랑 통합이 되나요?
사이즈가 다르다고 들었긴했는데"
취미,사진,
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,
취미,사진,
취미,사진,"안녕하세요, 현재 사진을 찍어서 사이트에서 판매중인데요.
과일 사진을 올렸었는데 화질은 그리 좋지 않아서 잘 안 보이지만 해당 과일에 상표인지 가격표인지 뭔가 하는게 붙어있더라구요. 이럴 경우에 이 사진을 판매해서 다른 사람이 사서 상업적이거나 비상업적인 용도로 쓰면 문제가 될까요? 화질이 안 좋아서 글씨가 안 보이는데도 문제가 될지 궁금합니다"
취미,사진,사진협박을 받았어요 다른 사진을 더 보내면 사진을 지워주겠다는데 조삼모사잖아요. 너무 어이가 없고 아직도 자기 여친이라고 생각하고 쉽게 생각하나본데 사진협박에 어떻게 대처하는 게 좋을까요?
취미,사진,"19살이고 대학 원서 사진 여권사진 써야한다그래서
찍으러 가는데요
나중에 20대 초중반에 여권 만들때 이 사진 써도 되나요?
아니면 그때가서 다시 찍어야 하나요?"
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,
취미,사진,
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,구청에 여권을 발급하러 갔을때 사진을 두고 왔다면 민증 발급할때처럼 현장에서 사진을 찍어주나요? 아니면 반드시 사진을 들고가야하나요?
취미,사진,
취미,사진,
취미,사진,18년도 20살에 찍은 민증을 분실해서 바로 재발급 받았고 재발급 받은 신분증을 23년도 25살인 현재 또 분실신고를 하고 임시 신분증을 받아야 되는 상황입니다 전에 사진은 못 쓴다고 하더라구요 18년도에 썼던 사진은 사진 다시 써도 가능한건가요?? 
취미,사진,
취미,사진,
취미,사진,여권사진 찍으려는데 팔에 타투 보여도 상관없나요?
취미,사진,
취미,사진,
취미,사진,"안녕하세요, 제가 미국에 유학을 가게 되어 학생 비자를 신청하려고 하는데요,
최근(약 한달 전) 여권을 갱신하기 위해 찍어두었던 사진을 재사용 할 수 있을지가 궁금해서요.

규걱에 맞게 출력된 사진이지만, 여권 사진을 찍었을 때 당시에는 머리카락이 허리부근까지 왔었는데, 얼마 전에 머리를 단발로 잘라서, 혹시 머리 길이가 크게 바뀌었기 때문에 비자용 사진을 따로 다시 찍어야 할지가 궁금합니다.

또한 여권사진을 사진관에서 찍어서 기본적인 보정(피부 보정, 얼굴 균형등)이 약간 되어있는데요, 이 사진으로 여권 갱신은 문제없이 되었었는데 혹시 비자 서류심사에서 걸릴까요? 아무래도 미국 비자는 조금 더 까다롭다고 들어서요ㅠㅠ.

요약하자면,
1. 1달 전 규격에 맞게 찍어둔 사진이 있으나 현재는 머리길이가 크게 짧아짐
2. 사진관에서 촬영하였기에 약간의 이목구비 불균형, 피부 보정이 들어간 상태
의 사진을 미국 학생 비자 서류용으로 제출해도 될까요? 아니면 다시 찍어야 할까요?

답변 부탁드립니다.
감사합니다!"
취미,사진,"운전면허 갱신 기간입니다.
1종이어서 건강검진이 필요한데 아직 못받아서 일단 인터넷으로 사진등록하고 신청서만 출력해 둔 상태입니다.
방문해서 신체검사 하려고 하는데 증명사진 두 장 필요할까요?
온라인으로 사진파일 등록했기 때문에 안 가져가도 될까요???"
취미,사진,"민증 사진
크기가 4x6인데 괜찮은가요??"
취미,사진,
취미,사진,
취미,사진,
취미,사진,"안녕하세요 제가 인스타를 하는데 10만 팔로워정도 되는 여자분이
스토리에 자신의 미공개 사진을 구매하실분은 연락달라고 올렸습니다.
저는 그 글을 보고 연락을 해서 사진을 구매했습니다.
사진의 수위는 가슴과 얼굴이 모두 나오고 성기부분도 나오는 사진들이였습니다.
그런데 나중에 알고보니 그 분이 19살 고3이였습니다.
그분과 연락을 하다가 자신이 기분이 안좋다며 미성년자 사진을 구매한 저를 후회하게 하겠다고 하여서
미성년자인걸 알게되었습니다.
그분의 인스타를 보면 학생이라는 느낌이 전혀 없는 사진들만 올라와있고 이름이나 나이가 전혀 나와있지 않았습니다. 
그분의 사진들도 모두 노출이 조금씩 있는 사진들과 교복사진도 없이 성숙한 모습이여서
미성년자라고 생각이 전혀 들지 않았습니다.
전혀 모르는 상황에서 사진을 구매했는데 이거도 처벌받을수 있나요?
그분이 올렸던 인스타스토리와 구체적인 가격과 사진들의 개수에 대한 그분과의 대화 내용은 남아있습니다."
취미,사진,"검정고시 원서접수 때 쓰려고 얼마전에 증명사진을 찍긴 했는데
여권용 사진으로 제출해야 된다더라고요. 귀는 나오고 눈썹은 가리고 찍었는데 괜찮나요?"
취미,사진,"인쇄 누르면 첫 번째 사진처럼 뜨고 옵션 누르면 2번째 사진처럼 뜨고 프린트 속성 눌러도 양면 인쇄는 안 보이는데
양면 인쇄 어떻게 하나요???

내공 100 채택해 드립니다."
취미,사진,
취미,사진,
취미,사진,저 급해요 …. 운전면허 시력검사 할 때 사진 2장 필요하잖아요ㅜ근데 운전면허 응시표에 부착된 사진이랑 달라도 상관 없나요???????????
취미,사진,
취미,사진,
취미,사진,
취미,사진,수험표 사진중에 남은게 있는데 그걸 그대로 여권사진으로 사도 되나요?
취미,사진,
취미,사진,
취미,사진,"오늘 학교밖청소년지원센터에서 고졸 검정고시 대리접수를 하려 하는데 질문사항 남깁니다

1. 사진 2매 필요하다고 하는데 3.5x4.5규격 만 맞는다면 눈썹이 다 가려진 사진도 무관한가요?

2. 정부24 앱을 통해 고등학교 제적증명서를 전자문서지갑으로
발급받았는데 이걸로 프린트해서 제출하면 될까요?"
취미,사진,
취미,사진,
취미,사진,"주민등록증 첫 발급 받으려고 하는데
사진을 인쇄소 가서 출력할 시간이 없어서 혹시 휴대폰에 있는 사진으로 들고가도 되나요??"
취미,사진,
취미,사진,
취미,사진,
취미,사진,"이력서 사진으로 여권 사진 가능할까요

근데 이력서 사진은 앞머리가 아에 없고,
지금은 앞머리를 잘라서 앞머리가 있는데
상관없죠??

여권사진만 앞머리 없이 눈썹보이면 되느거죠 ?"
취미,사진,
취미,사진,
취미,사진,증명사진이랑 여권사진중에 뭐 가져가야 되나요?
취미,사진,
취미,사진,여권 발급하러 시청가는데 여권사진 파일만 있어도 되나요? 인화된 사진으로 있어야하나요?
취미,사진,
취미,사진,
취미,사진,"민증 발급받은지 10개월정도 되었습니다
재발급 받을 때 사진을 같이 제출해야 한다는데
신규발급(첫발급) 받을 때 냈던 사진 가지고 가도 되나요?
민증 발급받을 때 냈던 거랑 똑같아도 6개월 지났다고 빠꾸시킬까봐 여쭙니당"
취미,사진,
취미,사진,
취미,사진,수능원서 사진을 여권 사진으로 사용 가능할까요?
취미,사진,
취미,사진,"1. 그냥 아이클라우드에서 사진은 끄고 싶은데 기존 폰 사진앱에서는 사진이 남아있게하고 싶은데 사진 2개중에 뭘 눌러야 사진앱에서는 그대로 남아있을까요??

2. 아이클라우드 저장 공간이 부족해서 동기화도 안되있는데 첫번째 사진 동기화 버튼 꺼버리면 사진앱에서 사진 없어지나요? 그럼 뭐 어떻게 동기화해야하나요?"
취미,사진,"필기시험볼때 내는 사진, 임시증에 쓰이는 사진이랑 본면허증 사진이랑 달라도 되죠?

또 규정만 맞으면 운전면허사진과 여권사진이 같아도 되는거죠?"
취미,사진,
취미,사진,"민증 사진 바꾸고 싶은데 그러려면 처음에 발급받을 때처럼 열 손가락 지문 다 찍고 그래야 하는 거예요?

사진관에서 받은 사진이랑 기존 민증 드리면서 사진만 바꿔 달라고 하면 안 되는 거예요?"
취미,사진,
취미,사진,
취미,사진,"여권 담당자 분이 3년 된 여권 사진으로 여권 만드셨는 데,
이미 발급된 여권은 해외여행을 자유롭게 해도 되나요??

여권 사진 6개월 이내가 아니고, 해외여행 및 출입국하는 데 불이익을 받을 수 있어서 문의드렸습니다."
취미,사진,아이폰에서 아이클라우드 사진 동기화 해놓으면 용량때문에 다 동기화 해놓지는 못하고 제가 필요한 사진만 선택해서 폴더만 동기화 한다던지 그런 방법이 있을까요?
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,
취미,사진,
취미,사진,이력서 앨범 사진은 무조건 정장입고 찍어야 하나요?
취미,사진,
취미,사진,이 사진으로 민증 사진 사용가능하나요?
취미,사진,
취미,사진,
취미,사진,얼마 전부터 모르는번호로 사진협박 받고 있어요. 근데 글 내용이나 사진도 딱 전남친이 찍었던 사진이고 그 사람이 쓸법한 내용이라서 누군지 모르는 것도 아니에요. 사진협박으로 신고하면 다시 만나야 할것 같아서 그게 싫어서 아직 신고 안하고 있는데 대리인을 구하면 아예 저랑 떨어져서 사건 진행이될지 궁금해서 질문드려요.
취미,사진,주민등록증 만들러 가는데 증명사진 몇 개 들고가야 돼요? 정확한 답변 부탁드립니다
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,운전면허 증명사진을 민증 사진이랑 같게 하고 싶은데 6개월 이내에 찍은게 아니라서 안된다고 해서 대신 민증이랑 같은 날에 찍었지만 배경 색이 다른 사진으로 하려고 했는데 배경 색은 달라도 모습이 똑같아서 안된다는디 진짜 안 되나요? 생긴건 똑같아요.
취미,사진,
취미,사진,"제가 지금 회사라 사진이 없어서 폰에있는것 추가합니다


https://m.kin.naver.com/mobile/qna/detail.nhn?d1id=5&dirId=5040203&docId=455460631&scrollTo=answer1"
취미,사진,그 제가 운전면허증을 잃어버렸는데 사진을 다시 찍으려하거든요? 근데 전에찍은사진관 사장님이 눈썹이랑 귀가 나와야한다했는데 나와야하나요? 민증이랑 운전면허증 사진 조건이 뭐뭐있나요.
취미,사진,
취미,사진,"군무원 지원시 사진을 첨부해야되는데 정장입고 찍은 사진으로 접수 해야되나요?
급합니다.

면접시 사용되는 건가요?"
취미,사진,
취미,사진,
취미,사진,
취미,사진,삭발하고 민증사진 찍어도 ㄱㅊ나요??
취미,사진,
취미,사진,
취미,사진,"육군 군무원 원서접수하고 결제까지 다 완료했는데 사진을 못 올려서 사진파일 업로드를 클릭했는데 왜
사진을 올릴 수 없습니다 다시 시작하십시요. 만 뜨는 걸까요?? 처음이라 잘 모르겠어요 ㅠ"
취미,사진,
취미,사진,여권사진으로 주민등록증 사진 바꿀 수 있나요 ?? 여권사진이 잘 나와서 바꾸고 싶은뎁….ㅜㅜㅜ
취미,사진,
취미,사진,"필기시험이나 이것저것 시험 볼때 증명사진을 내잖아요?
이때 내는 사진이 운전면허증 사진으로 발급되는건가요?"
취미,사진,
취미,사진,
취미,사진,주민등록증 재발급 받을 때 같은 사진으로 재발급 두 번 이상 안되나요?
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,쿠팡물건을 주문했는데 배송원이 사진을 찍었는데 전산오류나서 사진등록 배송완료처리가 안됬다고 저한테 개인적으로 연락해서 문앞택배사진을 개인폰에다가 보내달라는데 보내줘도되나요? 뭔가 이상해서요
취미,사진,제가 트위터 영상 파시는분들 참교육한답시고 제 사진 보냇는데 어떤사람이 사이버수사대 고소 사진 보냇더라고요 진짜 고소 먹을수 잇나요?그리고 그럼 트위터 영상 파시는분들도 신고하면 고소 먹나요?
취미,사진,"사진을 한 장 제출해야 하는 걸로 아는데

반명함 사진이면 될까요?"
취미,사진,
취미,사진,
취미,사진,"필기시험 응시표에 붙였던 증명사진이랑 면허증 발급할 때 제출하는 사진이랑 달라도 괜찮을까요????
내공 100이요"
취미,사진,
취미,사진,
취미,사진,
취미,사진,
취미,사진,현재 직업군인인데 정복입고 찍은 사진을 여권사진으로 사용이 가능한지 궁금합니다.
취미,사진,"민증 발급받으러 가야하는데
증명사진 파일로 가져가도 괜찮나요?"
취미,사진,
취미,사진,비자사진 가능할까요?..귀는 테이프로 고정해서 저정도구요 ㅠ
취미,사진,
취미,사진,자격증 사진 시험 후 변경해도 되나요?
취미,사진,이력서 사진 정장입고 찍었는데 포토샵이 얼굴이 살짝 짝짝이? 고 넥타이도 조금 엉성한데 그냥 해도 크게 상관 없겠죠?..
취미,사진,
취미,사진,
취미,사진,안녕하세요 다름이아니고 이번주 목요일에 시험을 응시하는데 사진을 바꿀려고 오늘 들어갔더니 자동으로 다른사람 사진이 등록 되어있는데 변경 할려고 했더니...
취미,사진,
취미,사진,
취미,사진,유방초음파후 mri권유받아 촬영했는데 결과지는 받아오질 못했고 사진만 찍어왔는데 조직검사 하자고하시는데 사진으로 보였을때도 안좋게 보이는건가요?
취미,사진,"안녕하세요 사진도용 질문이 있습니다
sns를 하다가 제 얼굴이 나온 사진이 어디 버젓이 올라와있는 걸 발견했는데요,,,
이거 사진도용 이거 죄로 신고할 수 있을까요????? 당장 내리게 하고 싶어요 ㅠㅠ"
취미,사진,저번달에 남자친구랑 헤어졌습니다. 제가 사귈때 서로 관계가지고 한 거 사진찍기도 하고 영상도 찍고 했는데요 저도 헤어질줄 몰라서 하지말라고 말은 안했는데 헤어지고 나니까 사진협박을 합니다. 다시 안만나주면 퍼트릴거라고 하네요 진짜 유포될까봐 너무 무섭습니다 사진협박 막을 수 있는방법 없을까요? ㅠㅠ 제발 도와주세요
취미,사진,"민증 증명 사진에 눈썹이 보여야한더고 들었는데 그럼 앞머리두 넘겨야 하나요?
앞머리 있는 그대로 찍을수는 없나요??
그외에 사진 찍을 때 주의 해야하는건 무엇인가요??"
취미,사진,
취미,사진,
취미,사진,
취미,사진,제가 중국 비자 발급 받으려고 하는데 3.3x4.8 규격의 사진이 필요하더라구요 근데 제가 3.5x5.0 사이즈 사진이 있는데 이거 제가 임의로 칼로 잘라서 규격 맞춰도 되나요? 어깨만 살짝 잘리는데..
취미,사진,
취미,사진,
취미,사진,"안녕하세요ㅠㅠ 저는 18살 남학생입니다..
제가 한 채팅앱에서 한 여자가 가슴사진을 보내면서 저의 성기사진을 보내라고 말하더군요
자기도 보냈으니 제 성기사진을 보내라고 하면서 말했습니다. 그래서 보냈더니 제 인스타 팔로워와 사진을 캡쳐한걸 보내더니 돈 30만원을 안보내면 다 뿌리겠다고 협박을 하는 거에요ㅠㅠㅠ
제가 미성년자라 그런데 부모님에게 안 알리고 해결할수 있는 방법 없을까요?ㅠㅠㅠ"
취미,사진,"아이클라우드를 찾아보니까 백업에 있는 사진도 있고 그냥 사진도 있는데 무슨 차이인가요? 어떻게 해야 삭제할 수 있는 건가요

그리고 아이클라우드에서 사진 삭제하면 기기에서도 삭제 되나요?"
취미,사진,
취미,사진,"제가 탈퇴한 카페에 제가 올린 카페 사진이 있었는데 , sns에 누군가 제 사진임을 알고 사진을 유포하면 고소 가능한가요?유포는 원치 않은 상황이였습니다"
취미,사진,"안녕하세요..
5세남아 폐 x-ray 사진상으로 어떠한지 문의드리고싶어서 남깁니다
병력을 말씀드리면

평소 잔기침이 많고,비염증상(콧물,재채기 다수), 그외 코피 정도입니다
그런데 22년4월 코로나 확진 후 잔기침이 없어지질 않아 동네 소아과를 다녀도 차도가없어서요..
해당 사진은 3일전 찍은 사진입니다..

사진찍은 병원에서 의사선생님 말씀하시기로는 천식입니다. 이러시는데...ㅜㅠ
자기도 애매하다고 일단 기관지약 먹어보자하셨거든요..

사진만 보고 천식인지 판단이 되는건지 문의드립니다."
취미,사진,넣어서 스캔해도 되나요? 사진 가져갈 일이 있는데 다시 못 돌려받을 거 같아서 복사본을 가져가고 싶어요. 근데 보통 인화된 사진이 일반 종이재질이 아니다보니 잉크가 녹는다거나... 아무튼 걱정이라 질문 올립니다. 참고로 사진은 그냥 사진관 인화할 때의 일반적으로 사용하는 재질로 돼있습니다..
취미,사진,
취미,사진,"자꾸 인스타그램 오류가나는데 해결방법이 있나해서요ㅜ

1. 인스타그램 게시물로 올린 사진이 갤러리에 중복저장딈
(저장하지않음으로 설정해뒀지만 계속 저장)
2.게시물을 올리려 사진을 선택하면 자동으로 필터가적용되며 엄청나게 화이트밸런스가 올라감
(하나씩 사진수정에 들어가서 다시 노멀필터 눌러주면 원사진으로 돌아옴)

아이폰15프로 사용 중이고
어플과 핸드폰 모두 최신으로 업데이트를 하는중인데 왜그러는건지...아님 같은 오류가 나는 분들이 있는지싶어서용ㅇ..."
취미,사진,
취미,사진,
취미,사진,"몇개월 전에 찍은 증명사진인데,
여권사진을 다시 찍기 돈도들고 시간도 아깝고 해서요 ㅠㅠ

1. 저 사진으로도 여권사진용으로 괜찮을까요? 요즘에 귀가 보여야한다는 규정이 없어졌다고 들어서요 ㅠㅠ

2. 사진파일을 사진관에 가서 여권사진크기로 인화해달라고하면 가능할까요?


좋은 답변 부탁드립니다 ㅎㅎ"
취미,사진,
취미,사진,"민증재발급 받으려는데 온라인으로 신청하니까 이전 사진이 옛날 사진이라 새로 제출한 사진이랑 동일인 비교점수 미달이 되서 반려되었네요..
직접 와서 신청하라는데, 인쇄된 사진은 이미 여기저기에(면허증 신청 등) 다 사용한 상태라 jpg파일로만 갖고있습니다.
사진 인쇄하기도 번거롭다보니 그냥 주민센터에 직접 가서 사진파일로 제출할 수 없을까요?"
취미,사진,
취미,사진,
취미,사진,
취미,사진,"여권사진으로 사용 가능한가요?
귀가 한쪽이 조금 가려져요"
취미,사진,
취미,사진,
취미,사진,청소년증발급 받으려고 사진찍었는데 여권사진처럼 이마가 보여야한다든지 그런 조건이 있나요>?
